# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
N_unmapped			891665	891665	891665			
N_multimapping			5594133	5594133	5594133			
N_noFeature			2379090	37152289	36841398			
N_ambiguous			8058177	2551678	2599024			
ENSG00000000003.15	TSPAN6	protein_coding	13636	6783	6853	134.9133	47.2599	69.6631
ENSG00000000005.6	TNMD	protein_coding	6	3	3	0.1824	0.0639	0.0942
ENSG00000000419.13	DPM1	protein_coding	2096	1032	1064	77.9336	27.3000	40.2414
ENSG00000000457.14	SCYL3	protein_coding	743	584	589	4.8445	1.6970	2.5015
ENSG00000000460.17	C1orf112	protein_coding	253	338	366	1.9019	0.6662	0.9821
ENSG00000000938.13	FGR	protein_coding	255	143	112	3.3838	1.1853	1.7473
ENSG00000000971.16	CFH	protein_coding	140458	70269	70191	789.9226	276.7085	407.8800
ENSG00000001036.14	FUCA2	protein_coding	1603	1294	1274	25.4928	8.9301	13.1633
ENSG00000001084.13	GCLC	protein_coding	1869	1068	1123	9.7329	3.4094	5.0256
ENSG00000001167.14	NFYA	protein_coding	2271	1207	1267	26.7436	9.3682	13.8092
ENSG00000001460.18	STPG1	protein_coding	140	71	82	0.7382	0.2586	0.3812
ENSG00000001461.17	NIPAL3	protein_coding	683	351	345	3.2623	1.1428	1.6845
ENSG00000001497.18	LAS1L	protein_coding	2329	1171	1162	8.3252	2.9163	4.2987
ENSG00000001561.7	ENPP4	protein_coding	1037	528	509	10.0214	3.5105	5.1746
ENSG00000001617.12	SEMA3F	protein_coding	1396	705	691	12.9819	4.5475	6.7033
ENSG00000001626.16	CFTR	protein_coding	1	0	1	0.0045	0.0016	0.0023
ENSG00000001629.10	ANKIB1	protein_coding	1545	778	772	9.3839	3.2872	4.8454
ENSG00000001630.17	CYP51A1	protein_coding	240	124	116	3.0521	1.0691	1.5760
ENSG00000001631.16	KRIT1	protein_coding	198	95	105	1.4323	0.5017	0.7396
ENSG00000002016.18	RAD52	protein_coding	205	97	109	2.0431	0.7157	1.0550
ENSG00000002079.14	MYH16	transcribed_unitary_pseudogene	14	4	11	0.0996	0.0349	0.0514
ENSG00000002330.14	BAD	protein_coding	403	1023	1012	10.5891	3.7093	5.4677
ENSG00000002549.12	LAP3	protein_coding	3584	1775	1810	42.4955	14.8861	21.9427
ENSG00000002586.20	CD99	protein_coding	13828	6371	7459	127.7447	44.7487	65.9615
ENSG00000002586.20_PAR_Y	CD99	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000002587.10	HS3ST1	protein_coding	30	14	16	0.1811	0.0634	0.0935
ENSG00000002726.21	AOC1	protein_coding	11	5	6	0.1304	0.0457	0.0673
ENSG00000002745.13	WNT16	protein_coding	3	1	2	0.0412	0.0144	0.0213
ENSG00000002746.15	HECW1	protein_coding	58	34	39	0.1868	0.0654	0.0965
ENSG00000002822.15	MAD1L1	protein_coding	15	6	9	0.0931	0.0326	0.0481
ENSG00000002834.18	LASP1	protein_coding	12569	7861	8006	79.8869	27.9842	41.2499
ENSG00000002919.15	SNX11	protein_coding	1454	708	747	15.7885	5.5307	8.1524
ENSG00000002933.9	TMEM176A	protein_coding	94167	46409	47918	1215.4441	425.7680	627.6000
ENSG00000003056.8	M6PR	protein_coding	1567	975	1028	19.6165	6.8716	10.1290
ENSG00000003096.14	KLHL13	protein_coding	555	266	289	3.5669	1.2495	1.8418
ENSG00000003137.8	CYP26B1	protein_coding	65	32	33	0.5817	0.2038	0.3004
ENSG00000003147.19	ICA1	protein_coding	556	337	304	5.1101	1.7901	2.6386
ENSG00000003249.15	DBNDD1	protein_coding	195	101	95	1.9613	0.6870	1.0127
ENSG00000003393.15	ALS2	protein_coding	3301	1704	1597	14.1928	4.9717	7.3285
ENSG00000003400.15	CASP10	protein_coding	839	412	427	4.9668	1.7399	2.5646
ENSG00000003402.20	CFLAR	protein_coding	4554	2509	2532	9.0919	3.1849	4.6947
ENSG00000003436.16	TFPI	protein_coding	13405	7068	7240	51.3573	17.9904	26.5186
ENSG00000003509.16	NDUFAF7	protein_coding	822	536	489	10.1042	3.5395	5.2173
ENSG00000003756.17	RBM5	protein_coding	3549	2690	2686	15.3785	5.3870	7.9407
ENSG00000003987.14	MTMR7	protein_coding	74	283	236	0.4794	0.1679	0.2475
ENSG00000003989.18	SLC7A2	protein_coding	12595	6330	6265	71.5051	25.0481	36.9220
ENSG00000004059.11	ARF5	protein_coding	2700	1342	1407	66.3960	23.2584	34.2839
ENSG00000004139.14	SARM1	protein_coding	192	2784	2747	0.7759	0.2718	0.4007
ENSG00000004142.12	POLDIP2	protein_coding	10741	5957	5882	180.5404	63.2430	93.2228
ENSG00000004399.13	PLXND1	protein_coding	7090	3448	3642	33.2940	11.6628	17.1915
ENSG00000004455.17	AK2	protein_coding	3163	1556	1614	14.7482	5.1663	7.6153
ENSG00000004468.13	CD38	protein_coding	148	79	69	0.9687	0.3393	0.5002
ENSG00000004478.8	FKBP4	protein_coding	2402	1669	1652	20.8791	7.3139	10.7810
ENSG00000004487.17	KDM1A	protein_coding	1559	828	731	12.8614	4.5053	6.6410
ENSG00000004534.15	RBM6	protein_coding	3813	1877	1936	23.4447	8.2126	12.1058
ENSG00000004660.15	CAMKK1	protein_coding	93	56	37	0.5615	0.1967	0.2899
ENSG00000004700.16	RECQL	protein_coding	701	1017	1114	8.3250	2.9162	4.2986
ENSG00000004766.17	VPS50	protein_coding	1023	519	504	4.8029	1.6824	2.4800
ENSG00000004776.13	HSPB6	protein_coding	16	61	50	0.4165	0.1459	0.2151
ENSG00000004777.18	ARHGAP33	protein_coding	397	215	221	3.3872	1.1865	1.7490
ENSG00000004779.10	NDUFAB1	protein_coding	1205	623	582	34.9347	12.2376	18.0387
ENSG00000004799.8	PDK4	protein_coding	1144	579	565	11.2987	3.9579	5.8341
ENSG00000004809.14	SLC22A16	protein_coding	3	0	3	0.0345	0.0121	0.0178
ENSG00000004838.14	ZMYND10	protein_coding	12	11	7	0.1864	0.0653	0.0963
ENSG00000004846.16	ABCB5	protein_coding	8	4	4	0.0388	0.0136	0.0200
ENSG00000004848.8	ARX	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000004864.14	SLC25A13	protein_coding	6407	3220	3187	77.5036	27.1494	40.0193
ENSG00000004866.22	ST7	protein_coding	1726	972	901	11.8696	4.1579	6.1289
ENSG00000004897.12	CDC27	protein_coding	3165	1652	1620	20.8150	7.2914	10.7479
ENSG00000004939.15	SLC4A1	protein_coding	37	19	18	0.3240	0.1135	0.1673
ENSG00000004948.16	CALCR	protein_coding	1	0	1	0.0106	0.0037	0.0055
ENSG00000004961.15	HCCS	protein_coding	1215	607	608	23.2726	8.1524	12.0169
ENSG00000004975.12	DVL2	protein_coding	1117	520	598	9.4211	3.3002	4.8646
ENSG00000005001.10	PRSS22	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000005007.13	UPF1	protein_coding	8136	4039	4098	42.5911	14.9196	21.9921
ENSG00000005020.13	SKAP2	protein_coding	1037	527	510	8.6811	3.0410	4.4825
ENSG00000005022.6	SLC25A5	protein_coding	14212	8496	8487	410.1718	143.6825	211.7940
ENSG00000005059.16	MCUB	protein_coding	208	122	97	2.6258	0.9198	1.3559
ENSG00000005073.6	HOXA11	protein_coding	1	0	1	0.0168	0.0059	0.0087
ENSG00000005075.15	POLR2J	protein_coding	1924	922	1015	63.7245	22.3226	32.9044
ENSG00000005100.13	DHX33	protein_coding	1087	516	571	8.4269	2.9519	4.3513
ENSG00000005102.14	MEOX1	protein_coding	5	2	3	0.0839	0.0294	0.0433
ENSG00000005108.16	THSD7A	protein_coding	3579	1884	1933	14.7075	5.1520	7.5943
ENSG00000005156.12	LIG3	protein_coding	893	1383	1374	3.1065	1.0882	1.6040
ENSG00000005175.10	RPAP3	protein_coding	1102	549	553	9.2442	3.2382	4.7733
ENSG00000005187.12	ACSM3	protein_coding	414	378	401	2.4740	0.8666	1.2775
ENSG00000005189.20	REXO5	protein_coding	192	100	105	2.0960	0.7342	1.0823
ENSG00000005194.15	CIAPIN1	protein_coding	1426	703	724	18.9173	6.6267	9.7680
ENSG00000005206.17	SPPL2B	protein_coding	2767	1423	1345	16.7380	5.8633	8.6428
ENSG00000005238.20	FAM214B	protein_coding	696	333	363	4.8997	1.7164	2.5300
ENSG00000005243.10	COPZ2	protein_coding	657	311	346	15.8014	5.5352	8.1591
ENSG00000005249.13	PRKAR2B	protein_coding	45	19	26	0.4738	0.1660	0.2447
ENSG00000005302.19	MSL3	protein_coding	877	468	409	4.0244	1.4097	2.0780
ENSG00000005339.15	CREBBP	protein_coding	3405	1614	1794	9.8722	3.4582	5.0976
ENSG00000005379.17	TSPOAP1	protein_coding	463	249	215	1.8245	0.6391	0.9421
ENSG00000005381.8	MPO	protein_coding	1	0	1	0.0127	0.0045	0.0066
ENSG00000005421.9	PON1	protein_coding	4980	2472	2508	84.1160	29.4657	43.4337
ENSG00000005436.14	GCFC2	protein_coding	815	649	641	6.6965	2.3458	3.4578
ENSG00000005448.17	WDR54	protein_coding	212	108	121	3.3360	1.1686	1.7226
ENSG00000005469.12	CROT	protein_coding	6472	3326	3147	58.1492	20.3696	30.0256
ENSG00000005471.19	ABCB4	protein_coding	6013	3035	2979	34.9193	12.2322	18.0307
ENSG00000005483.21	KMT2E	protein_coding	3990	2060	2219	17.9984	6.3048	9.2936
ENSG00000005486.17	RHBDD2	protein_coding	3158	1529	1629	59.3001	20.7727	30.6199
ENSG00000005513.10	SOX8	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000005700.15	IBTK	protein_coding	3417	1727	1690	17.5881	6.1611	9.0817
ENSG00000005801.18	ZNF195	protein_coding	1230	609	621	4.7136	1.6512	2.4339
ENSG00000005810.18	MYCBP2	protein_coding	1631	1022	1040	4.5785	1.6039	2.3642
ENSG00000005812.11	FBXL3	protein_coding	1484	1509	1506	9.4121	3.2970	4.8600
ENSG00000005844.19	ITGAL	protein_coding	1377	762	795	6.2650	2.1946	3.2350
ENSG00000005882.12	PDK2	protein_coding	2700	2521	2513	22.1482	7.7585	11.4363
ENSG00000005884.18	ITGA3	protein_coding	402	182	221	1.8406	0.6447	0.9504
ENSG00000005889.16	ZFX	protein_coding	4204	2073	2132	20.8775	7.3134	10.7802
ENSG00000005893.16	LAMP2	protein_coding	11759	5792	5967	56.1176	19.6579	28.9765
ENSG00000005961.19	ITGA2B	protein_coding	7	4	3	0.0552	0.0193	0.0285
ENSG00000005981.13	ASB4	protein_coding	18	9	9	0.1754	0.0614	0.0906
ENSG00000006007.12	GDE1	protein_coding	1249	778	845	12.7685	4.4728	6.5931
ENSG00000006015.18	REX1BD	protein_coding	881	433	448	11.7289	4.1086	6.0563
ENSG00000006016.11	CRLF1	protein_coding	3	73	56	0.0454	0.0159	0.0234
ENSG00000006025.12	OSBPL7	protein_coding	124	63	62	0.8468	0.2966	0.4372
ENSG00000006042.12	TMEM98	protein_coding	13192	6542	6650	114.1393	39.9828	58.9364
ENSG00000006047.13	YBX2	protein_coding	66	30	36	0.6396	0.2241	0.3303
ENSG00000006059.4	KRT33A	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000006062.17	MAP3K14	protein_coding	463	292	334	3.6660	1.2842	1.8930
ENSG00000006071.15	ABCC8	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000006116.4	CACNG3	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000006118.15	TMEM132A	protein_coding	585	339	337	3.6093	1.2643	1.8637
ENSG00000006125.18	AP2B1	protein_coding	5473	2706	2810	32.3569	11.3346	16.7076
ENSG00000006128.12	TAC1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000006194.10	ZNF263	protein_coding	1270	795	736	8.9015	3.1182	4.5963
ENSG00000006210.7	CX3CL1	protein_coding	3792	1848	1944	28.5537	10.0023	14.7439
ENSG00000006282.21	SPATA20	protein_coding	3196	1574	1623	26.8751	9.4143	13.8771
ENSG00000006283.18	CACNA1G	protein_coding	1	1	0	0.0045	0.0016	0.0023
ENSG00000006327.14	TNFRSF12A	protein_coding	1397	699	698	34.8116	12.1944	17.9751
ENSG00000006377.11	DLX6	protein_coding	12	7	5	0.1563	0.0548	0.0807
ENSG00000006432.15	MAP3K9	protein_coding	517	245	272	1.8733	0.6562	0.9673
ENSG00000006451.8	RALA	protein_coding	1873	953	920	23.4864	8.2273	12.1273
ENSG00000006453.14	BAIAP2L1	protein_coding	1466	1106	1051	13.6470	4.7805	7.0467
ENSG00000006459.11	KDM7A	protein_coding	1581	814	767	7.5659	2.6503	3.9067
ENSG00000006468.14	ETV1	protein_coding	177	91	86	0.8262	0.2894	0.4266
ENSG00000006530.18	AGK	protein_coding	1382	953	929	5.7981	2.0311	2.9939
ENSG00000006534.16	ALDH3B1	protein_coding	828	424	406	5.6082	1.9645	2.8958
ENSG00000006555.11	TTC22	protein_coding	126	58	68	0.9253	0.3241	0.4778
ENSG00000006576.16	PHTF2	protein_coding	776	399	377	4.0280	1.4110	2.0799
ENSG00000006606.9	CCL26	protein_coding	2	2	0	0.1277	0.0447	0.0659
ENSG00000006607.14	FARP2	protein_coding	1337	809	784	4.1753	1.4626	2.1559
ENSG00000006611.17	USH1C	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000006625.18	GGCT	protein_coding	516	292	224	14.5279	5.0891	7.5015
ENSG00000006634.8	DBF4	protein_coding	595	330	314	5.8113	2.0357	3.0007
ENSG00000006638.13	TBXA2R	protein_coding	125	73	53	1.9844	0.6951	1.0246
ENSG00000006652.15	IFRD1	protein_coding	329	155	175	1.8685	0.6545	0.9648
ENSG00000006659.13	LGALS14	protein_coding	1	0	1	0.0496	0.0174	0.0256
ENSG00000006695.12	COX10	protein_coding	486	247	239	3.2284	1.1309	1.6670
ENSG00000006704.11	GTF2IRD1	protein_coding	499	247	252	3.4458	1.2071	1.7793
ENSG00000006712.15	PAF1	protein_coding	3136	1625	1600	49.3824	17.2986	25.4988
ENSG00000006715.16	VPS41	protein_coding	2089	1048	1041	12.0939	4.2365	6.2447
ENSG00000006740.17	ARHGAP44	protein_coding	26	13	24	0.1252	0.0438	0.0646
ENSG00000006744.19	ELAC2	protein_coding	2353	1194	1165	15.0814	5.2830	7.7873
ENSG00000006747.15	SCIN	protein_coding	38	22	16	0.1467	0.0514	0.0757
ENSG00000006756.16	ARSD	protein_coding	2666	1829	1834	17.0291	5.9653	8.7931
ENSG00000006757.12	PNPLA4	protein_coding	1295	643	652	17.0384	5.9685	8.7979
ENSG00000006788.14	MYH13	protein_coding	0	1	2	0.0000	0.0000	0.0000
ENSG00000006831.10	ADIPOR2	protein_coding	4316	2163	2154	33.2184	11.6364	17.1525
ENSG00000006837.12	CDKL3	protein_coding	10	7	3	0.1425	0.0499	0.0736
ENSG00000007001.13	UPP2	protein_coding	34	15	19	0.5160	0.1808	0.2665
ENSG00000007038.11	PRSS21	protein_coding	2	0	2	0.0456	0.0160	0.0236
ENSG00000007047.15	MARK4	protein_coding	3052	1445	1607	20.5784	7.2086	10.6258
ENSG00000007062.12	PROM1	protein_coding	1	0	1	0.0060	0.0021	0.0031
ENSG00000007080.11	CCDC124	protein_coding	2159	1059	1100	58.3343	20.4344	30.1212
ENSG00000007129.18	CEACAM21	protein_coding	31	19	12	0.7037	0.2465	0.3634
ENSG00000007168.14	PAFAH1B1	protein_coding	2317	1520	1406	7.5509	2.6451	3.8990
ENSG00000007171.18	NOS2	protein_coding	61	35	26	0.6223	0.2180	0.3213
ENSG00000007174.18	DNAH9	protein_coding	2	2	1	0.0053	0.0019	0.0027
ENSG00000007202.15	KIAA0100	protein_coding	4201	3456	3401	20.4220	7.1538	10.5450
ENSG00000007216.15	SLC13A2	protein_coding	1854	883	972	25.7921	9.0349	13.3179
ENSG00000007237.19	GAS7	protein_coding	241	122	119	1.0648	0.3730	0.5498
ENSG00000007255.10	TRAPPC6A	protein_coding	724	350	374	34.8255	12.1993	17.9823
ENSG00000007264.15	MATK	protein_coding	76	43	33	0.8243	0.2887	0.4256
ENSG00000007306.15	CEACAM7	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000007312.13	CD79B	protein_coding	65	33	32	1.4147	0.4956	0.7305
ENSG00000007314.12	SCN4A	protein_coding	160	78	83	0.8711	0.3052	0.4498
ENSG00000007341.19	ST7L	protein_coding	428	332	332	2.3690	0.8299	1.2233
ENSG00000007350.17	TKTL1	protein_coding	7	4	3	0.0891	0.0312	0.0460
ENSG00000007372.24	PAX6	protein_coding	14	88	77	0.0304	0.0107	0.0157
ENSG00000007376.8	RPUSD1	protein_coding	553	272	289	8.9628	3.1396	4.6280
ENSG00000007384.15	RHBDF1	protein_coding	1035	537	498	9.4525	3.3112	4.8808
ENSG00000007392.17	LUC7L	protein_coding	846	414	432	6.1476	2.1535	3.1743
ENSG00000007402.12	CACNA2D2	protein_coding	54	40	34	0.3724	0.1304	0.1923
ENSG00000007516.14	BAIAP3	protein_coding	312	322	330	2.2921	0.8029	1.1835
ENSG00000007520.4	TSR3	protein_coding	695	507	528	25.7775	9.0298	13.3103
ENSG00000007541.17	PIGQ	protein_coding	574	281	293	3.2791	1.1487	1.6932
ENSG00000007545.16	CRAMP1	protein_coding	454	246	224	2.3703	0.8303	1.2239
ENSG00000007866.22	TEAD3	protein_coding	2307	1132	1175	33.9571	11.8951	17.5339
ENSG00000007908.16	SELE	protein_coding	78	40	38	0.7633	0.2674	0.3941
ENSG00000007923.16	DNAJC11	protein_coding	1035	975	913	9.1382	3.2011	4.7186
ENSG00000007933.13	FMO3	protein_coding	15056	7673	7383	196.4800	68.8266	101.4533
ENSG00000007944.15	MYLIP	protein_coding	691	338	353	10.0948	3.5362	5.2125
ENSG00000007952.18	NOX1	protein_coding	54	29	25	0.9530	0.3338	0.4921
ENSG00000007968.7	E2F2	protein_coding	114	59	55	0.9367	0.3281	0.4837
ENSG00000008018.9	PSMB1	protein_coding	3806	1940	1866	76.9755	26.9644	39.7466
ENSG00000008056.14	SYN1	protein_coding	6	24	32	0.0721	0.0253	0.0372
ENSG00000008083.14	JARID2	protein_coding	1331	670	661	9.5666	3.3512	4.9397
ENSG00000008086.13	CDKL5	protein_coding	1755	916	866	4.1332	1.4479	2.1342
ENSG00000008118.10	CAMK1G	protein_coding	16	10	6	0.2158	0.0756	0.1114
ENSG00000008128.23	CDK11A	protein_coding	32	23	10	0.2824	0.0989	0.1458
ENSG00000008130.15	NADK	protein_coding	3232	1560	1672	26.0410	9.1221	13.4464
ENSG00000008196.13	TFAP2B	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000008197.5	TFAP2D	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000008226.20	DLEC1	protein_coding	36	2504	2577	0.1938	0.0679	0.1001
ENSG00000008256.16	CYTH3	protein_coding	584	293	291	4.5126	1.5808	2.3301
ENSG00000008277.14	ADAM22	protein_coding	655	325	330	2.4097	0.8441	1.2442
ENSG00000008282.9	SYPL1	protein_coding	5376	2703	2673	86.6936	30.3686	44.7646
ENSG00000008283.16	CYB561	protein_coding	2002	1010	993	16.9651	5.9429	8.7600
ENSG00000008294.21	SPAG9	protein_coding	3196	1600	1596	11.9867	4.1989	6.1894
ENSG00000008300.17	CELSR3	protein_coding	1431	730	701	4.6369	1.6243	2.3943
ENSG00000008311.15	AASS	protein_coding	1574	786	788	10.6001	3.7132	5.4734
ENSG00000008323.15	PLEKHG6	protein_coding	73	34	39	0.7690	0.2694	0.3971
ENSG00000008324.12	SS18L2	protein_coding	786	403	443	11.3132	3.9630	5.8416
ENSG00000008382.16	MPND	protein_coding	1667	1889	1825	36.5119	12.7901	18.8531
ENSG00000008394.13	MGST1	protein_coding	6450	3143	3307	38.9018	13.6272	20.0871
ENSG00000008405.12	CRY1	protein_coding	1088	583	565	10.2108	3.5768	5.2724
ENSG00000008438.5	PGLYRP1	protein_coding	4	1	3	0.2536	0.0888	0.1309
ENSG00000008441.18	NFIX	protein_coding	2999	1524	1475	20.9155	7.3267	10.7998
ENSG00000008513.16	ST3GAL1	protein_coding	15792	7756	8036	80.0639	28.0462	41.3413
ENSG00000008516.17	MMP25	protein_coding	114	106	101	1.2049	0.4221	0.6222
ENSG00000008517.18	IL32	protein_coding	20390	10224	10167	285.1599	99.8910	147.2436
ENSG00000008710.20	PKD1	protein_coding	1474	1018	1078	3.5692	1.2503	1.8430
ENSG00000008735.14	MAPK8IP2	protein_coding	44	23	22	0.3409	0.1194	0.1760
ENSG00000008838.20	MED24	protein_coding	4371	2180	2193	28.1765	9.8702	14.5491
ENSG00000008853.17	RHOBTB2	protein_coding	398	360	351	2.7018	0.9464	1.3951
ENSG00000008869.12	HEATR5B	protein_coding	1630	854	776	8.8799	3.1106	4.5852
ENSG00000008952.17	SEC62	protein_coding	10180	5168	5016	57.6269	20.1866	29.7559
ENSG00000008988.11	RPS20	protein_coding	31237	15816	15421	207.2251	72.5906	107.0016
ENSG00000009307.16	CSDE1	protein_coding	25055	12741	12314	194.6067	68.1704	100.4860
ENSG00000009335.18	UBE3C	protein_coding	5495	2736	2759	26.7617	9.3746	13.8185
ENSG00000009413.16	REV3L	protein_coding	723	440	447	2.6115	0.9148	1.3484
ENSG00000009694.13	TENM1	protein_coding	11	5	8	0.0383	0.0134	0.0198
ENSG00000009709.12	PAX7	protein_coding	0	0	1	0.0000	0.0000	0.0000
ENSG00000009724.17	MASP2	protein_coding	9258	4591	4775	97.6010	34.1895	50.3967
ENSG00000009765.15	IYD	protein_coding	486	229	257	2.1049	0.7373	1.0869
ENSG00000009780.16	FAM76A	protein_coding	205	93	112	2.2739	0.7965	1.1741
ENSG00000009790.15	TRAF3IP3	protein_coding	206	217	226	1.1929	0.4179	0.6160
ENSG00000009830.12	POMT2	protein_coding	803	386	417	3.6012	1.2615	1.8595
ENSG00000009844.16	VTA1	protein_coding	1498	759	739	9.2627	3.2447	4.7828
ENSG00000009950.16	MLXIPL	protein_coding	18607	8916	9693	173.4287	60.7518	89.5507
ENSG00000009954.11	BAZ1B	protein_coding	5534	2728	2807	35.1783	12.3229	18.1645
ENSG00000010017.13	RANBP9	protein_coding	1398	1021	1080	17.3412	6.0746	8.9542
ENSG00000010030.14	ETV7	protein_coding	94	44	50	1.7770	0.6225	0.9176
ENSG00000010072.16	SPRTN	protein_coding	684	406	375	5.1976	1.8207	2.6838
ENSG00000010165.20	EEF1AKNMT	protein_coding	2261	1129	1132	26.4868	9.2783	13.6766
ENSG00000010219.13	DYRK4	protein_coding	310	154	156	1.9723	0.6909	1.0184
ENSG00000010244.19	ZNF207	protein_coding	7201	3574	3627	20.4306	7.1568	10.5495
ENSG00000010256.11	UQCRC1	protein_coding	11263	5631	5632	157.7620	55.2638	81.4611
ENSG00000010270.14	STARD3NL	protein_coding	1176	601	575	12.2057	4.2756	6.3025
ENSG00000010278.15	CD9	protein_coding	989	495	494	7.6145	2.6674	3.9318
ENSG00000010282.15	HHATL	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000010292.13	NCAPD2	protein_coding	1473	823	760	10.2174	3.5791	5.2758
ENSG00000010295.20	IFFO1	protein_coding	1289	657	632	11.6984	4.0979	6.0405
ENSG00000010310.9	GIPR	protein_coding	13	7	7	0.1151	0.0403	0.0594
ENSG00000010318.21	PHF7	protein_coding	186	85	102	2.4814	0.8692	1.2813
ENSG00000010319.7	SEMA3G	protein_coding	811	450	361	7.2115	2.5262	3.7237
ENSG00000010322.16	NISCH	protein_coding	4695	2261	2435	23.2516	8.1450	12.0061
ENSG00000010327.10	STAB1	protein_coding	2609	1491	1427	11.0586	3.8738	5.7102
ENSG00000010361.14	FUZ	protein_coding	447	650	721	6.7934	2.3797	3.5078
ENSG00000010379.16	SLC6A13	protein_coding	52	30	22	0.5500	0.1927	0.2840
ENSG00000010404.18	IDS	protein_coding	79	29	50	0.3815	0.1336	0.1970
ENSG00000010438.17	PRSS3	protein_coding	375	286	275	11.8102	4.1371	6.0983
ENSG00000010539.12	ZNF200	protein_coding	434	234	223	2.5977	0.9100	1.3413
ENSG00000010610.10	CD4	protein_coding	2580	1268	1312	25.4087	8.9006	13.1199
ENSG00000010626.15	LRRC23	protein_coding	75	40	35	1.1029	0.3863	0.5695
ENSG00000010671.16	BTK	protein_coding	157	75	82	1.5401	0.5395	0.7952
ENSG00000010704.18	HFE	protein_coding	1910	977	933	15.1046	5.2911	7.7993
ENSG00000010803.16	SCMH1	protein_coding	795	441	480	8.0231	2.8105	4.1428
ENSG00000010810.17	FYN	protein_coding	958	489	469	5.8014	2.0322	2.9956
ENSG00000010818.10	HIVEP2	protein_coding	639	365	335	2.6915	0.9428	1.3897
ENSG00000010932.17	FMO1	protein_coding	1463	716	747	18.2281	6.3853	9.4122
ENSG00000011007.12	ELOA	protein_coding	1288	814	845	10.7223	3.7560	5.5365
ENSG00000011009.11	LYPLA2	protein_coding	3140	1603	1537	69.7275	24.4254	36.0041
ENSG00000011021.23	CLCN6	protein_coding	580	278	314	3.1848	1.1156	1.6445
ENSG00000011028.14	MRC2	protein_coding	273	156	144	1.8589	0.6512	0.9598
ENSG00000011052.21	NME1-NME2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000011083.9	SLC6A7	protein_coding	4	4	0	0.0420	0.0147	0.0217
ENSG00000011105.14	TSPAN9	protein_coding	5752	2929	2823	37.3849	13.0959	19.3039
ENSG00000011114.15	BTBD7	protein_coding	1672	834	838	6.6211	2.3194	3.4189
ENSG00000011132.12	APBA3	protein_coding	1164	598	649	9.3350	3.2700	4.8202
ENSG00000011143.19	MKS1	protein_coding	444	251	236	1.7657	0.6185	0.9117
ENSG00000011198.10	ABHD5	protein_coding	787	395	394	4.6849	1.6411	2.4191
ENSG00000011201.12	ANOS1	protein_coding	27	11	16	0.1711	0.0599	0.0883
ENSG00000011243.18	AKAP8L	protein_coding	1119	1070	1060	9.8876	3.4636	5.1055
ENSG00000011258.16	MBTD1	protein_coding	1709	912	797	10.6762	3.7399	5.5127
ENSG00000011260.14	UTP18	protein_coding	1444	715	729	23.9752	8.3985	12.3797
ENSG00000011275.19	RNF216	protein_coding	2950	1452	1498	17.4752	6.1215	9.0234
ENSG00000011295.16	TTC19	protein_coding	1010	549	488	7.4872	2.6228	3.8661
ENSG00000011304.22	PTBP1	protein_coding	16293	7995	8298	97.2224	34.0568	50.2012
ENSG00000011332.19	DPF1	protein_coding	10	7	4	0.0935	0.0328	0.0483
ENSG00000011347.10	SYT7	protein_coding	9524	4629	4895	56.5976	19.8261	29.2244
ENSG00000011376.12	LARS2	protein_coding	1858	954	904	6.7208	2.3543	3.4703
ENSG00000011405.13	PIK3C2A	protein_coding	2960	1442	1518	14.4330	5.0558	7.4525
ENSG00000011422.12	PLAUR	protein_coding	168	74	94	1.6916	0.5926	0.8735
ENSG00000011426.11	ANLN	protein_coding	1389	709	715	10.3946	3.6412	5.3673
ENSG00000011451.21	WIZ	protein_coding	3133	1532	1602	14.0087	4.9072	7.2334
ENSG00000011454.18	RABGAP1	protein_coding	2246	1156	1092	13.1658	4.6120	6.7982
ENSG00000011465.18	DCN	protein_coding	207	106	101	0.7179	0.2515	0.3707
ENSG00000011478.13	QPCTL	protein_coding	655	313	344	10.4055	3.6450	5.3729
ENSG00000011485.15	PPP5C	protein_coding	2661	1480	1473	16.8462	5.9012	8.6986
ENSG00000011523.14	CEP68	protein_coding	835	539	563	4.3458	1.5223	2.2440
ENSG00000011566.15	MAP4K3	protein_coding	2292	1134	1159	16.9852	5.9499	8.7704
ENSG00000011590.14	ZBTB32	protein_coding	5	1	4	0.0819	0.0287	0.0423
