# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
N_unmapped			933626	933626	933626			
N_multimapping			4132607	4132607	4132607			
N_noFeature			2822348	24688197	24941590			
N_ambiguous			4884809	1315434	1295418			
ENSG00000000003.15	TSPAN6	protein_coding	2763	1380	1383	41.9676	14.9916	21.2588
ENSG00000000005.6	TNMD	protein_coding	1	1	0	0.0467	0.0167	0.0236
ENSG00000000419.13	DPM1	protein_coding	813	423	390	46.4077	16.5777	23.5079
ENSG00000000457.14	SCYL3	protein_coding	799	682	630	7.9979	2.8570	4.0514
ENSG00000000460.17	C1orf112	protein_coding	224	371	390	2.5851	0.9235	1.3095
ENSG00000000938.13	FGR	protein_coding	168	80	88	3.4225	1.2226	1.7337
ENSG00000000971.16	CFH	protein_coding	62935	31785	31150	543.3701	194.1016	275.2457
ENSG00000001036.14	FUCA2	protein_coding	1078	837	789	26.3189	9.4016	13.3319
ENSG00000001084.13	GCLC	protein_coding	3089	1767	1787	24.6955	8.8217	12.5096
ENSG00000001167.14	NFYA	protein_coding	705	395	372	12.7455	4.5529	6.4563
ENSG00000001460.18	STPG1	protein_coding	89	60	41	0.7205	0.2574	0.3650
ENSG00000001461.17	NIPAL3	protein_coding	567	304	275	4.1576	1.4852	2.1061
ENSG00000001497.18	LAS1L	protein_coding	1347	659	690	7.3919	2.6405	3.7444
ENSG00000001561.7	ENPP4	protein_coding	377	199	178	5.5931	1.9980	2.8332
ENSG00000001617.12	SEMA3F	protein_coding	1376	691	685	19.6443	7.0173	9.9509
ENSG00000001626.16	CFTR	protein_coding	9	5	4	0.0624	0.0223	0.0316
ENSG00000001629.10	ANKIB1	protein_coding	489	248	245	4.5596	1.6288	2.3097
ENSG00000001630.17	CYP51A1	protein_coding	104	53	56	2.0304	0.7253	1.0285
ENSG00000001631.16	KRIT1	protein_coding	88	42	50	0.9773	0.3491	0.4950
ENSG00000002016.18	RAD52	protein_coding	350	187	164	5.3552	1.9130	2.7127
ENSG00000002079.14	MYH16	transcribed_unitary_pseudogene	2	3	2	0.0218	0.0078	0.0111
ENSG00000002330.14	BAD	protein_coding	415	845	932	16.7404	5.9800	8.4799
ENSG00000002549.12	LAP3	protein_coding	2349	1189	1161	42.7586	15.2741	21.6595
ENSG00000002586.20	CD99	protein_coding	6811	3168	3643	96.5961	34.5059	48.9310
ENSG00000002586.20_PAR_Y	CD99	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000002587.10	HS3ST1	protein_coding	22	11	11	0.2039	0.0728	0.1033
ENSG00000002726.21	AOC1	protein_coding	16	10	6	0.2912	0.1040	0.1475
ENSG00000002745.13	WNT16	protein_coding	21	12	10	0.4433	0.1583	0.2245
ENSG00000002746.15	HECW1	protein_coding	3	2	1	0.0148	0.0053	0.0075
ENSG00000002822.15	MAD1L1	protein_coding	5	3	2	0.0476	0.0170	0.0241
ENSG00000002834.18	LASP1	protein_coding	4294	2689	2674	41.8989	14.9670	21.2240
ENSG00000002919.15	SNX11	protein_coding	638	312	326	10.6356	3.7992	5.3875
ENSG00000002933.9	TMEM176A	protein_coding	147	72	76	2.9129	1.0405	1.4755
ENSG00000003056.8	M6PR	protein_coding	1199	788	749	23.0429	8.2313	11.6724
ENSG00000003096.14	KLHL13	protein_coding	211	115	96	2.0818	0.7437	1.0546
ENSG00000003137.8	CYP26B1	protein_coding	19	10	9	0.2610	0.0932	0.1322
ENSG00000003147.19	ICA1	protein_coding	204	108	123	2.8784	1.0282	1.4581
ENSG00000003249.15	DBNDD1	protein_coding	1889	941	984	29.1681	10.4194	14.7752
ENSG00000003393.15	ALS2	protein_coding	1232	657	576	8.1320	2.9049	4.1193
ENSG00000003400.15	CASP10	protein_coding	920	438	482	8.3612	2.9868	4.2354
ENSG00000003402.20	CFLAR	protein_coding	5670	3246	3162	17.3785	6.2079	8.8031
ENSG00000003436.16	TFPI	protein_coding	14618	7858	7807	85.9784	30.7130	43.5526
ENSG00000003509.16	NDUFAF7	protein_coding	342	217	221	6.4539	2.3054	3.2692
ENSG00000003756.17	RBM5	protein_coding	2809	1991	1959	18.6863	6.6751	9.4656
ENSG00000003987.14	MTMR7	protein_coding	575	562	561	5.7183	2.0427	2.8966
ENSG00000003989.18	SLC7A2	protein_coding	19228	9707	9521	167.5864	59.8649	84.8913
ENSG00000004059.11	ARF5	protein_coding	1402	691	764	52.9287	18.9071	26.8112
ENSG00000004139.14	SARM1	protein_coding	197	1021	967	1.2222	0.4366	0.6191
ENSG00000004142.12	POLDIP2	protein_coding	7497	4186	4174	193.4562	69.1060	97.9958
ENSG00000004399.13	PLXND1	protein_coding	3618	1768	1850	26.0828	9.3172	13.2123
ENSG00000004455.17	AK2	protein_coding	6670	3300	3385	47.7454	17.0555	24.1856
ENSG00000004468.13	CD38	protein_coding	38	14	24	0.3818	0.1364	0.1934
ENSG00000004478.8	FKBP4	protein_coding	2661	1713	1775	35.5099	12.6848	17.9876
ENSG00000004487.17	KDM1A	protein_coding	1401	741	660	17.7438	6.3384	8.9882
ENSG00000004534.15	RBM6	protein_coding	2082	1071	1011	19.6528	7.0203	9.9552
ENSG00000004660.15	CAMKK1	protein_coding	45	21	24	0.4171	0.1490	0.2113
ENSG00000004700.16	RECQL	protein_coding	463	600	576	8.4413	3.0154	4.2760
ENSG00000004766.17	VPS50	protein_coding	344	189	155	2.4794	0.8857	1.2560
ENSG00000004776.13	HSPB6	protein_coding	15	33	47	0.5995	0.2141	0.3037
ENSG00000004777.18	ARHGAP33	protein_coding	569	286	333	7.4530	2.6624	3.7754
ENSG00000004779.10	NDUFAB1	protein_coding	1573	790	783	70.0107	25.0091	35.4641
ENSG00000004799.8	PDK4	protein_coding	16423	8066	8357	249.0122	88.9516	126.1378
ENSG00000004809.14	SLC22A16	protein_coding	2	0	2	0.0353	0.0126	0.0179
ENSG00000004838.14	ZMYND10	protein_coding	58	37	28	1.3832	0.4941	0.7007
ENSG00000004846.16	ABCB5	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000004848.8	ARX	protein_coding	1	0	1	0.0221	0.0079	0.0112
ENSG00000004864.14	SLC25A13	protein_coding	2580	1311	1269	47.9129	17.1153	24.2704
ENSG00000004866.22	ST7	protein_coding	534	302	303	5.6377	2.0139	2.8558
ENSG00000004897.12	CDC27	protein_coding	1427	768	716	14.4076	5.1467	7.2982
ENSG00000004939.15	SLC4A1	protein_coding	17	6	11	0.2285	0.0816	0.1158
ENSG00000004948.16	CALCR	protein_coding	4	0	5	0.0653	0.0233	0.0331
ENSG00000004961.15	HCCS	protein_coding	521	268	253	15.3205	5.4727	7.7606
ENSG00000004975.12	DVL2	protein_coding	553	273	280	7.1604	2.5578	3.6271
ENSG00000005001.10	PRSS22	protein_coding	13	8	5	0.3757	0.1342	0.1903
ENSG00000005007.13	UPF1	protein_coding	4620	2334	2287	37.1292	13.2632	18.8079
ENSG00000005020.13	SKAP2	protein_coding	638	331	307	8.1994	2.9290	4.1534
ENSG00000005022.6	SLC25A5	protein_coding	8785	5144	5209	389.2403	139.0437	197.1708
ENSG00000005059.16	MCUB	protein_coding	55	37	28	1.0659	0.3808	0.5400
ENSG00000005073.6	HOXA11	protein_coding	0	1	0	0.0000	0.0000	0.0000
ENSG00000005075.15	POLR2J	protein_coding	750	374	383	38.1354	13.6227	19.3176
ENSG00000005100.13	DHX33	protein_coding	303	162	141	3.6062	1.2882	1.8267
ENSG00000005102.14	MEOX1	protein_coding	3	2	1	0.0773	0.0276	0.0392
ENSG00000005108.16	THSD7A	protein_coding	77	51	30	0.4858	0.1735	0.2461
ENSG00000005156.12	LIG3	protein_coding	611	742	669	3.2631	1.1656	1.6529
ENSG00000005175.10	RPAP3	protein_coding	585	279	306	7.5337	2.6912	3.8162
ENSG00000005187.12	ACSM3	protein_coding	3497	2998	2761	32.0820	11.4603	16.2513
ENSG00000005189.20	REXO5	protein_coding	251	124	144	4.2066	1.5027	2.1309
ENSG00000005194.15	CIAPIN1	protein_coding	1187	614	573	24.1744	8.6355	12.2456
ENSG00000005206.17	SPPL2B	protein_coding	2163	1090	1073	20.0871	7.1755	10.1752
ENSG00000005238.20	FAM214B	protein_coding	436	209	227	4.7121	1.6832	2.3869
ENSG00000005243.10	COPZ2	protein_coding	597	300	297	22.0429	7.8741	11.1659
ENSG00000005249.13	PRKAR2B	protein_coding	26	15	11	0.4203	0.1501	0.2129
ENSG00000005302.19	MSL3	protein_coding	631	325	306	4.4453	1.5879	2.2518
ENSG00000005339.15	CREBBP	protein_coding	5849	2978	2871	26.0343	9.2999	13.1877
ENSG00000005379.17	TSPOAP1	protein_coding	366	175	192	2.2141	0.7909	1.1216
ENSG00000005381.8	MPO	protein_coding	6	2	4	0.1172	0.0419	0.0594
ENSG00000005421.9	PON1	protein_coding	9460	4815	4646	245.3048	87.6273	124.2598
ENSG00000005436.14	GCFC2	protein_coding	435	344	329	5.4871	1.9601	2.7795
ENSG00000005448.17	WDR54	protein_coding	129	63	77	3.1164	1.1132	1.5786
ENSG00000005469.12	CROT	protein_coding	534	258	280	7.3657	2.6311	3.7311
ENSG00000005471.19	ABCB4	protein_coding	4234	2178	2060	37.7477	13.4841	19.1212
ENSG00000005483.21	KMT2E	protein_coding	1135	609	607	7.8600	2.8077	3.9815
ENSG00000005486.17	RHBDD2	protein_coding	2072	968	1104	59.7308	21.3369	30.2568
ENSG00000005513.10	SOX8	protein_coding	5	4	1	0.0771	0.0275	0.0390
ENSG00000005700.15	IBTK	protein_coding	2483	1286	1197	19.6208	7.0089	9.9390
ENSG00000005801.18	ZNF195	protein_coding	755	403	352	4.4418	1.5867	2.2500
ENSG00000005810.18	MYCBP2	protein_coding	646	385	412	2.7840	0.9945	1.4103
ENSG00000005812.11	FBXL3	protein_coding	1630	1492	1470	15.8711	5.6694	8.0395
ENSG00000005844.19	ITGAL	protein_coding	1849	1057	1077	12.9149	4.6134	6.5421
ENSG00000005882.12	PDK2	protein_coding	1221	1159	1200	15.3764	5.4927	7.7890
ENSG00000005884.18	ITGA3	protein_coding	266	124	142	1.8697	0.6679	0.9471
ENSG00000005889.16	ZFX	protein_coding	1422	716	707	10.8413	3.8727	5.4917
ENSG00000005893.16	LAMP2	protein_coding	20638	10227	10411	151.2033	54.0126	76.5925
ENSG00000005961.19	ITGA2B	protein_coding	4	3	1	0.0484	0.0173	0.0245
ENSG00000005981.13	ASB4	protein_coding	83	39	44	1.2415	0.4435	0.6289
ENSG00000006007.12	GDE1	protein_coding	1000	630	670	15.6943	5.6063	7.9500
ENSG00000006015.18	REX1BD	protein_coding	3116	1559	1557	63.6862	22.7498	32.2604
ENSG00000006016.11	CRLF1	protein_coding	6	65	45	0.1393	0.0498	0.0706
ENSG00000006025.12	OSBPL7	protein_coding	51	24	27	0.5347	0.1910	0.2708
ENSG00000006042.12	TMEM98	protein_coding	754	358	396	10.0152	3.5776	5.0732
ENSG00000006047.13	YBX2	protein_coding	1453	697	761	21.6171	7.7220	10.9502
ENSG00000006059.4	KRT33A	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000006062.17	MAP3K14	protein_coding	859	575	594	10.4417	3.7300	5.2893
ENSG00000006071.15	ABCC8	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000006116.4	CACNG3	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000006118.15	TMEM132A	protein_coding	121	72	80	1.1461	0.4094	0.5806
ENSG00000006125.18	AP2B1	protein_coding	2671	1389	1299	24.2427	8.6599	12.2802
ENSG00000006128.12	TAC1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000006194.10	ZNF263	protein_coding	1522	1229	1145	16.3771	5.8502	8.2959
ENSG00000006210.7	CX3CL1	protein_coding	1889	924	965	21.8370	7.8006	11.0616
ENSG00000006282.21	SPATA20	protein_coding	1482	763	719	19.1319	6.8342	9.6913
ENSG00000006283.18	CACNA1G	protein_coding	3	2	1	0.0205	0.0073	0.0104
ENSG00000006327.14	TNFRSF12A	protein_coding	981	477	506	37.5285	13.4059	19.0102
ENSG00000006377.11	DLX6	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000006432.15	MAP3K9	protein_coding	421	215	210	2.3418	0.8365	1.1863
ENSG00000006451.8	RALA	protein_coding	1149	591	558	22.1190	7.9013	11.2044
ENSG00000006453.14	BAIAP2L1	protein_coding	1118	785	792	15.9776	5.7075	8.0935
ENSG00000006459.11	KDM7A	protein_coding	466	243	223	3.4236	1.2230	1.7342
ENSG00000006468.14	ETV1	protein_coding	262	135	127	1.8774	0.6706	0.9510
ENSG00000006530.18	AGK	protein_coding	309	208	190	1.9902	0.7109	1.0082
ENSG00000006534.16	ALDH3B1	protein_coding	381	188	195	3.9617	1.4152	2.0068
ENSG00000006555.11	TTC22	protein_coding	372	190	182	4.1941	1.4982	2.1245
ENSG00000006576.16	PHTF2	protein_coding	468	240	228	3.7294	1.3322	1.8891
ENSG00000006606.9	CCL26	protein_coding	1	1	0	0.0980	0.0350	0.0496
ENSG00000006607.14	FARP2	protein_coding	642	410	424	3.0779	1.0995	1.5591
ENSG00000006611.17	USH1C	protein_coding	8	7	1	0.1124	0.0401	0.0569
ENSG00000006625.18	GGCT	protein_coding	366	188	178	15.8197	5.6511	8.0135
ENSG00000006634.8	DBF4	protein_coding	178	88	95	2.6690	0.9534	1.3520
ENSG00000006638.13	TBXA2R	protein_coding	69	33	36	1.6816	0.6007	0.8518
ENSG00000006652.15	IFRD1	protein_coding	161	84	77	1.4038	0.5015	0.7111
ENSG00000006659.13	LGALS14	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000006695.12	COX10	protein_coding	226	105	121	2.3048	0.8233	1.1675
ENSG00000006704.11	GTF2IRD1	protein_coding	718	363	355	7.6117	2.7191	3.8558
ENSG00000006712.15	PAF1	protein_coding	2103	1079	1079	50.8394	18.1608	25.7529
ENSG00000006715.16	VPS41	protein_coding	1740	895	845	15.4647	5.5243	7.8337
ENSG00000006740.17	ARHGAP44	protein_coding	20	16	17	0.1478	0.0528	0.0749
ENSG00000006744.19	ELAC2	protein_coding	999	509	492	9.8299	3.5114	4.9794
ENSG00000006747.15	SCIN	protein_coding	43	21	22	0.2548	0.0910	0.1291
ENSG00000006756.16	ARSD	protein_coding	2103	1480	1371	20.6223	7.3667	10.4463
ENSG00000006757.12	PNPLA4	protein_coding	747	384	363	15.0885	5.3899	7.6431
ENSG00000006788.14	MYH13	protein_coding	0	0	1	0.0000	0.0000	0.0000
ENSG00000006831.10	ADIPOR2	protein_coding	7571	3800	3775	89.4575	31.9558	45.3149
ENSG00000006837.12	CDKL3	protein_coding	17	8	9	0.3719	0.1329	0.1884
ENSG00000007001.13	UPP2	protein_coding	2337	1160	1177	54.4520	19.4512	27.5828
ENSG00000007038.11	PRSS21	protein_coding	1	0	1	0.0350	0.0125	0.0177
ENSG00000007047.15	MARK4	protein_coding	1282	642	640	13.2703	4.7404	6.7221
ENSG00000007062.12	PROM1	protein_coding	5	3	2	0.0462	0.0165	0.0234
ENSG00000007080.11	CCDC124	protein_coding	1562	806	757	64.7915	23.1447	32.8203
ENSG00000007129.18	CEACAM21	protein_coding	21	13	8	0.7318	0.2614	0.3707
ENSG00000007168.14	PAFAH1B1	protein_coding	1630	1019	971	8.1551	2.9131	4.1310
ENSG00000007171.18	NOS2	protein_coding	151	75	76	2.3650	0.8448	1.1980
ENSG00000007174.18	DNAH9	protein_coding	2	1	1	0.0081	0.0029	0.0041
ENSG00000007202.15	KIAA0100	protein_coding	1415	1191	1165	10.5601	3.7722	5.3492
ENSG00000007216.15	SLC13A2	protein_coding	182	92	90	3.8870	1.3885	1.9690
ENSG00000007237.19	GAS7	protein_coding	125	60	65	0.8478	0.3029	0.4295
ENSG00000007255.10	TRAPPC6A	protein_coding	597	263	334	44.0858	15.7483	22.3318
ENSG00000007264.15	MATK	protein_coding	110	54	56	1.8315	0.6542	0.9278
ENSG00000007306.15	CEACAM7	protein_coding	1	0	1	0.0260	0.0093	0.0132
ENSG00000007312.13	CD79B	protein_coding	40	19	21	1.3365	0.4774	0.6770
ENSG00000007314.12	SCN4A	protein_coding	144	79	65	1.2036	0.4299	0.6097
ENSG00000007341.19	ST7L	protein_coding	304	219	255	2.5832	0.9228	1.3086
ENSG00000007350.17	TKTL1	protein_coding	1	1	0	0.0195	0.0070	0.0099
ENSG00000007372.24	PAX6	protein_coding	0	37	44	0.0000	0.0000	0.0000
ENSG00000007376.8	RPUSD1	protein_coding	684	338	356	17.0192	6.0796	8.6211
ENSG00000007384.15	RHBDF1	protein_coding	382	183	200	5.3559	1.9132	2.7131
ENSG00000007392.17	LUC7L	protein_coding	934	453	481	10.4195	3.7220	5.2780
ENSG00000007402.12	CACNA2D2	protein_coding	49	40	44	0.5187	0.1853	0.2628
ENSG00000007516.14	BAIAP3	protein_coding	601	671	691	6.7781	2.4213	3.4335
ENSG00000007520.4	TSR3	protein_coding	1538	1170	1129	87.5744	31.2832	44.3611
ENSG00000007541.17	PIGQ	protein_coding	1090	508	582	9.5594	3.4148	4.8424
ENSG00000007545.16	CRAMP1	protein_coding	341	172	174	2.7332	0.9763	1.3845
ENSG00000007866.22	TEAD3	protein_coding	520	257	263	11.7504	4.1975	5.9522
ENSG00000007908.16	SELE	protein_coding	22	10	12	0.3305	0.1181	0.1674
ENSG00000007923.16	DNAJC11	protein_coding	1113	1008	1005	15.0863	5.3891	7.6420
ENSG00000007933.13	FMO3	protein_coding	8596	4458	4138	172.2149	61.5183	87.2359
ENSG00000007944.15	MYLIP	protein_coding	545	263	282	12.2231	4.3663	6.1917
ENSG00000007952.18	NOX1	protein_coding	43	24	19	1.1650	0.4162	0.5901
ENSG00000007968.7	E2F2	protein_coding	260	128	132	3.2797	1.1716	1.6613
ENSG00000008018.9	PSMB1	protein_coding	3871	2003	1868	120.1911	42.9344	60.8831
ENSG00000008056.14	SYN1	protein_coding	14	30	36	0.2584	0.0923	0.1309
ENSG00000008083.14	JARID2	protein_coding	471	247	224	5.1971	1.8565	2.6326
ENSG00000008086.13	CDKL5	protein_coding	469	225	246	1.6957	0.6057	0.8590
ENSG00000008118.10	CAMK1G	protein_coding	15	9	6	0.3105	0.1109	0.1573
ENSG00000008128.23	CDK11A	protein_coding	49	26	23	0.6639	0.2372	0.3363
ENSG00000008130.15	NADK	protein_coding	3178	1528	1650	39.3102	14.0423	19.9127
ENSG00000008196.13	TFAP2B	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000008197.5	TFAP2D	protein_coding	2	2	0	0.0625	0.0223	0.0317
ENSG00000008226.20	DLEC1	protein_coding	70	1124	1224	0.5784	0.2066	0.2930
ENSG00000008256.16	CYTH3	protein_coding	332	156	177	3.9384	1.4069	1.9950
ENSG00000008277.14	ADAM22	protein_coding	6	3	3	0.0339	0.0121	0.0172
ENSG00000008282.9	SYPL1	protein_coding	1287	638	649	31.8619	11.3816	16.1397
ENSG00000008283.16	CYB561	protein_coding	1244	629	615	16.1837	5.7811	8.1979
ENSG00000008294.21	SPAG9	protein_coding	5114	2591	2523	29.4454	10.5184	14.9157
ENSG00000008300.17	CELSR3	protein_coding	753	375	378	3.7459	1.3381	1.8975
ENSG00000008311.15	AASS	protein_coding	9687	4978	4709	100.1523	35.7762	50.7324
ENSG00000008323.15	PLEKHG6	protein_coding	399	207	192	6.4531	2.3052	3.2688
ENSG00000008324.12	SS18L2	protein_coding	614	338	317	13.5675	4.8465	6.8726
ENSG00000008382.16	MPND	protein_coding	1026	1078	1029	34.4994	12.3238	17.4758
ENSG00000008394.13	MGST1	protein_coding	21795	10897	10899	201.8050	72.0884	102.2249
ENSG00000008405.12	CRY1	protein_coding	678	349	345	9.7685	3.4895	4.9482
ENSG00000008438.5	PGLYRP1	protein_coding	1	1	0	0.0973	0.0348	0.0493
ENSG00000008441.18	NFIX	protein_coding	3163	1528	1635	33.8655	12.0974	17.1546
ENSG00000008513.16	ST3GAL1	protein_coding	4277	2234	2043	33.2893	11.8915	16.8628
ENSG00000008516.17	MMP25	protein_coding	63	80	91	1.0223	0.3652	0.5178
ENSG00000008517.18	IL32	protein_coding	31914	16263	15653	685.2009	244.7661	347.0905
ENSG00000008710.20	PKD1	protein_coding	1930	1392	1347	7.1745	2.5629	3.6343
ENSG00000008735.14	MAPK8IP2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000008838.20	MED24	protein_coding	2350	1173	1177	23.2563	8.3076	11.7805
ENSG00000008853.17	RHOBTB2	protein_coding	164	144	132	1.7092	0.6105	0.8658
ENSG00000008869.12	HEATR5B	protein_coding	841	437	404	7.0336	2.5125	3.5629
ENSG00000008952.17	SEC62	protein_coding	13273	6989	6289	115.3485	41.2046	58.4301
ENSG00000008988.11	RPS20	protein_coding	18886	9646	9241	192.3440	68.7087	97.4324
ENSG00000009307.16	CSDE1	protein_coding	18967	9560	9407	226.1661	80.7906	114.5651
ENSG00000009335.18	UBE3C	protein_coding	1083	529	554	8.0973	2.8925	4.1017
ENSG00000009413.16	REV3L	protein_coding	424	293	240	2.3511	0.8399	1.1910
ENSG00000009694.13	TENM1	protein_coding	32	15	17	0.1710	0.0611	0.0866
ENSG00000009709.12	PAX7	protein_coding	0	0	1	0.0000	0.0000	0.0000
ENSG00000009724.17	MASP2	protein_coding	8650	4402	4571	139.9970	50.0095	70.9159
ENSG00000009765.15	IYD	protein_coding	1833	934	899	12.1878	4.3537	6.1738
ENSG00000009780.16	FAM76A	protein_coding	470	226	244	8.0035	2.8590	4.0542
ENSG00000009790.15	TRAF3IP3	protein_coding	114	120	120	1.0135	0.3620	0.5134
ENSG00000009830.12	POMT2	protein_coding	369	171	198	2.5406	0.9075	1.2869
ENSG00000009844.16	VTA1	protein_coding	989	477	512	9.3883	3.3537	4.7557
ENSG00000009950.16	MLXIPL	protein_coding	40000	19084	20917	572.3611	204.4577	289.9311
ENSG00000009954.11	BAZ1B	protein_coding	3767	1885	1883	36.7618	13.1320	18.6218
ENSG00000010017.13	RANBP9	protein_coding	2352	1744	1605	44.7894	15.9996	22.6882
ENSG00000010030.14	ETV7	protein_coding	63	27	36	1.8284	0.6531	0.9262
ENSG00000010072.16	SPRTN	protein_coding	334	222	177	3.8964	1.3919	1.9737
ENSG00000010165.20	EEF1AKNMT	protein_coding	1502	787	715	27.0125	9.6493	13.6832
ENSG00000010219.13	DYRK4	protein_coding	214	104	110	2.0902	0.7467	1.0588
ENSG00000010244.19	ZNF207	protein_coding	3010	1569	1441	13.1106	4.6833	6.6412
ENSG00000010256.11	UQCRC1	protein_coding	7570	3768	3802	162.7833	58.1491	82.4583
ENSG00000010270.14	STARD3NL	protein_coding	292	157	135	4.6527	1.6620	2.3568
ENSG00000010278.15	CD9	protein_coding	4931	2469	2462	58.2837	20.8200	29.5238
ENSG00000010282.15	HHATL	protein_coding	1	1	0	0.0239	0.0085	0.0121
ENSG00000010292.13	NCAPD2	protein_coding	2578	1360	1400	27.4527	9.8066	13.9062
ENSG00000010295.20	IFFO1	protein_coding	1069	552	517	14.8942	5.3205	7.5447
ENSG00000010310.9	GIPR	protein_coding	11	7	4	0.1495	0.0534	0.0757
ENSG00000010318.21	PHF7	protein_coding	288	149	139	5.8985	2.1071	2.9879
ENSG00000010319.7	SEMA3G	protein_coding	343	172	171	4.6824	1.6726	2.3719
ENSG00000010322.16	NISCH	protein_coding	1844	919	925	14.0198	5.0081	7.1018
ENSG00000010327.10	STAB1	protein_coding	1248	722	710	8.1210	2.9010	4.1137
ENSG00000010361.14	FUZ	protein_coding	159	194	183	3.7097	1.3252	1.8792
ENSG00000010379.16	SLC6A13	protein_coding	853	409	444	13.8510	4.9478	7.0163
ENSG00000010404.18	IDS	protein_coding	43	19	24	0.3188	0.1139	0.1615
ENSG00000010438.17	PRSS3	protein_coding	5	7	4	0.2417	0.0864	0.1225
ENSG00000010539.12	ZNF200	protein_coding	592	287	340	5.4398	1.9432	2.7555
ENSG00000010610.10	CD4	protein_coding	8794	4423	4371	132.9578	47.4949	67.3502
ENSG00000010626.15	LRRC23	protein_coding	154	78	76	3.4765	1.2419	1.7610
ENSG00000010671.16	BTK	protein_coding	87	37	50	1.3102	0.4680	0.6637
ENSG00000010704.18	HFE	protein_coding	912	457	457	11.0722	3.9552	5.6087
ENSG00000010803.16	SCMH1	protein_coding	703	386	422	10.8917	3.8907	5.5172
ENSG00000010810.17	FYN	protein_coding	1493	738	755	13.8800	4.9582	7.0310
ENSG00000010818.10	HIVEP2	protein_coding	460	260	244	2.9745	1.0625	1.5067
ENSG00000010932.17	FMO1	protein_coding	351	171	181	6.7138	2.3983	3.4009
ENSG00000011007.12	ELOA	protein_coding	1470	1010	1064	18.7869	6.7110	9.5165
ENSG00000011009.11	LYPLA2	protein_coding	1817	905	912	61.9434	22.1273	31.3776
ENSG00000011021.23	CLCN6	protein_coding	799	403	425	6.7355	2.4061	3.4119
ENSG00000011028.14	MRC2	protein_coding	116	69	56	1.2126	0.4332	0.6142
ENSG00000011052.21	NME1-NME2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000011083.9	SLC6A7	protein_coding	0	1	1	0.0000	0.0000	0.0000
ENSG00000011105.14	TSPAN9	protein_coding	3993	2012	1982	39.8421	14.2323	20.1821
ENSG00000011114.15	BTBD7	protein_coding	751	344	408	4.5656	1.6309	2.3127
ENSG00000011132.12	APBA3	protein_coding	460	248	277	5.6635	2.0231	2.8689
ENSG00000011143.19	MKS1	protein_coding	335	193	166	2.0453	0.7306	1.0360
ENSG00000011198.10	ABHD5	protein_coding	2329	1185	1148	21.2844	7.6032	10.7817
ENSG00000011201.12	ANOS1	protein_coding	21	8	13	0.2043	0.0730	0.1035
ENSG00000011243.18	AKAP8L	protein_coding	1179	1097	1018	15.9934	5.7131	8.1015
ENSG00000011258.16	MBTD1	protein_coding	977	471	507	9.3699	3.3471	4.7463
ENSG00000011260.14	UTP18	protein_coding	782	402	380	19.9327	7.1203	10.0970
ENSG00000011275.19	RNF216	protein_coding	678	352	326	6.1659	2.2026	3.1234
ENSG00000011295.16	TTC19	protein_coding	537	292	260	6.1114	2.1831	3.0957
ENSG00000011304.22	PTBP1	protein_coding	8231	4069	4162	75.4021	26.9350	38.1951
ENSG00000011332.19	DPF1	protein_coding	3	4	0	0.0431	0.0154	0.0218
ENSG00000011347.10	SYT7	protein_coding	7375	3645	3730	67.2832	24.0348	34.0825
ENSG00000011376.12	LARS2	protein_coding	929	471	458	5.1589	1.8428	2.6132
ENSG00000011405.13	PIK3C2A	protein_coding	1347	661	686	10.0832	3.6019	5.1077
ENSG00000011422.12	PLAUR	protein_coding	155	72	83	2.3960	0.8559	1.2137
ENSG00000011426.11	ANLN	protein_coding	1280	646	661	14.7056	5.2531	7.4492
ENSG00000011451.21	WIZ	protein_coding	1258	606	652	8.6354	3.0847	4.3743
ENSG00000011454.18	RABGAP1	protein_coding	1263	673	590	11.3660	4.0601	5.7575
ENSG00000011465.18	DCN	protein_coding	174	82	92	0.9264	0.3309	0.4693
ENSG00000011478.13	QPCTL	protein_coding	250	134	117	6.0972	2.1780	3.0885
ENSG00000011485.15	PPP5C	protein_coding	769	457	417	7.4739	2.6698	3.7859
ENSG00000011523.14	CEP68	protein_coding	352	237	227	2.8125	1.0047	1.4247
ENSG00000011566.15	MAP4K3	protein_coding	1393	726	668	15.8479	5.6612	8.0278
ENSG00000011590.14	ZBTB32	protein_coding	18	10	8	0.4528	0.1617	0.2294
ENSG00000011600.12	TYROBP	protein_coding	541	254	287	41.0957	14.6801	20.8171
ENSG00000011638.11	TMEM159	protein_coding	53	28	25	1.4275	0.5099	0.7231
